字頭,撫州話,推導撫州話,文白新,訓作,釋義,中古拼音,音韻地位,聲母,清濁,音,組,攝,韻系,等,呼,聲調,反切,廣韻釋義,推導普通話,推導廣州話
歉,,kʰan3,,,,khremx,溪咸咸二開上,溪,次清,牙,見,咸,咸,二,開,上,苦減切,食不飽,qian3,haam2
撖,,kʰan3,,,,khremx,溪咸咸二開上,溪,次清,牙,見,咸,咸,二,開,上,苦減切,撖危,qian3,haam2
䫡,,kʰan3,,,,khremx,溪咸咸二開上,溪,次清,牙,見,咸,咸,二,開,上,苦減切,面長,qian3,haam2
𣓅,,kʰan3,,,,khremx,溪咸咸二開上,溪,次清,牙,見,咸,咸,二,開,上,苦減切,不安,qian3,haam2
槏,,kʰan3,,,,khremx,溪咸咸二開上,溪,次清,牙,見,咸,咸,二,開,上,苦減切,牖傍柱也,qian3,haam2
鹼,kan3,kan3,,,,kremx,見咸咸二開上,見,全清,牙,見,咸,咸,二,開,上,古斬切,鹵也古斬切又七廉切四,jian3,gaam2
鹻,,kan3,,,,kremx,見咸咸二開上,見,全清,牙,見,咸,咸,二,開,上,古斬切,鹹也,jian3,gaam2
減,kan3,kan3,,,,kremx,見咸咸二開上,見,全清,牙,見,咸,咸,二,開,上,古斬切,損也又姓漢有減宣,jian3,gaam2
𥳒,,kan3,,,,kremx,見咸咸二開上,見,全清,牙,見,咸,咸,二,開,上,古斬切,竹名出玉篇,jian3,gaam2
瀺,,tsʰan6,,,,zrremx,崇咸咸二開上,崇,全濁,齒,莊,咸,咸,二,開,上,士減切,瀺灂士減切三,zhan4,zaam6
嶃,,tsʰan6,,,,zrremx,崇咸咸二開上,崇,全濁,齒,莊,咸,咸,二,開,上,士減切,高峻又士咸切,zhan4,zaam6
嵁,,tsʰan6,,,,zrremx,崇咸咸二開上,崇,全濁,齒,莊,咸,咸,二,開,上,士減切,嵁絕山皃,zhan4,zaam6
臉,tjɛn3,lan3,,,,lremx,來咸咸二開上,來,次濁,舌,來,咸,咸,二,開,上,力減切,臉䑎羹屬也力減切二,lan3,laam5
醶,,lan3,,,,lremx,來咸咸二開上,來,次濁,舌,來,咸,咸,二,開,上,力減切,醶䤘醋味,lan3,laam5
斬,tsan3,tsan3,,,,crremx,莊咸咸二開上,莊,全清,齒,莊,咸,咸,二,開,上,側減切,周禮曰秋官掌戮掌斬側減切一,zhan3,zaam2
䑎,,tsʰan3,,,,chrremx,初咸咸二開上,初,次清,齒,莊,咸,咸,二,開,上,初減切,初減切二,chan3,caam2
䤘,,tsʰan3,,,,chrremx,初咸咸二開上,初,次清,齒,莊,咸,咸,二,開,上,初減切,酢味,chan3,caam2
鬫,,han3,,,,hremx,曉咸咸二開上,曉,全清,喉,影,咸,咸,二,開,上,火斬切,虎聲火斬切又苦暫切二,xian3,haam2
欦,,han3,,,,hremx,曉咸咸二開上,曉,全清,喉,影,咸,咸,二,開,上,火斬切,笑也,xian3,haam2
喊,han3,han3,,,,hremx,曉咸咸二開上,曉,全清,喉,影,咸,咸,二,開,上,火斬切,聲也呼豏切一,xian3,haam2
摻,,san3,,,,srremx,生咸咸二開上,生,全清,齒,莊,咸,咸,二,開,上,所斬切,擥也詩曰摻執子之袪兮所斬切四,shan3,saam2
㺑,,san3,,,,srremx,生咸咸二開上,生,全清,齒,莊,咸,咸,二,開,上,所斬切,㺑㺝犬吠又山檻切,shan3,saam2
醦,,san3,,,,srremx,生咸咸二開上,生,全清,齒,莊,咸,咸,二,開,上,所斬切,酢味,shan3,saam2
𧀵,,san3,,,,srremx,生咸咸二開上,生,全清,齒,莊,咸,咸,二,開,上,所斬切,芟林木也,shan3,saam2
黯,,ŋan3,,,,qremx,影咸咸二開上,影,全清,喉,影,咸,咸,二,開,上,乙減切,黯然傷別皃說文云深黑也乙減切一,yan3,aam2
𦊔,,lan3,,,,nrremx,娘咸咸二開上,娘,次濁,舌,知,咸,咸,二,開,上,女減切,捕魚網也女減切三,nan3,naam5
𦌫,,lan3,,,,nrremx,娘咸咸二開上,娘,次濁,舌,知,咸,咸,二,開,上,女減切,捕魚網也女減切三,nan3,naam5
淰,,lan3,,,,nrremx,娘咸咸二開上,娘,次濁,舌,知,咸,咸,二,開,上,女減切,水無波也又乃玷切,nan3,naam5
𠐩,,tsʰan3,,,,thrremx,徹咸咸二開上,徹,次清,舌,知,咸,咸,二,開,上,丑減切,癡也丑減切二,chan3,caam2
旵,,tsʰan3,,,,thrremx,徹咸咸二開上,徹,次清,舌,知,咸,咸,二,開,上,丑減切,日光照也,chan3,caam2
檻,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,闌也說文曰櫳也一曰圈胡黤切十,xian4,haam6
艦,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,禦敵船四方施板以禦矢狀如牢,xian4,haam6
壏,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,堅土,xian4,haam6
𥽏,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,䊤也,xian4,haam6
㔋,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,利也,xian4,haam6
濫,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,泉正出也又盧暫切,xian4,haam6
𨏊,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,網車,xian4,haam6
轞,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,車聲,xian4,haam6
㺝,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,惡犬吠不止也,xian4,haam6
撖,,han6,,,,ghramx,匣咸銜二開上,匣,全濁,喉,影,咸,銜,二,開,上,胡黤切,姓也姓苑云今河內有之,xian4,haam6
䫡,,kʰan3,,,,khramx,溪咸銜二開上,溪,次清,牙,見,咸,銜,二,開,上,丘檻切,長面皃丘檻切又五咸切一,qian3,haam2
㨻,,san3,,,,srramx,生咸銜二開上,生,全清,齒,莊,咸,銜,二,開,上,山檻切,斬取山檻切二,shan3,saam2
㺑,,san3,,,,srramx,生咸銜二開上,生,全清,齒,莊,咸,銜,二,開,上,山檻切,㺝㺑犬聲,shan3,saam2
黤,,ŋan3,,,,qramx,影咸銜二開上,影,全清,喉,影,咸,銜,二,開,上,於檻切,青黑色於檻切二,yan3,aam2
𪒠,,ŋan3,,,,qramx,影咸銜二開上,影,全清,喉,影,咸,銜,二,開,上,於檻切,黃𪒠人名說文曰𪒠者忘而息也,yan3,aam2
醶,,tsʰan3,,,,chrramx,初咸銜二開上,初,次清,齒,莊,咸,銜,二,開,上,初檻切,酢漿初檻切一,chan3,caam2
㺖,,han3,,,,hramx,曉咸銜二開上,曉,全清,喉,影,咸,銜,二,開,上,荒檻切,小犬吠荒檻切二,xian3,haam2
豃,,han3,,,,hramx,曉咸銜二開上,曉,全清,喉,影,咸,銜,二,開,上,荒檻切,開險皃,xian3,haam2
巉,,tsʰan6,,,,zrramx,崇咸銜二開上,崇,全濁,齒,莊,咸,銜,二,開,上,仕檻切,峻巉皃仕檻切一,zhan4,zaam6
范,fan6,fan6,,,,byamx,並咸凡三合上,並,全濁,脣,幫,咸,凡,三,合,上,防錽切,姓也出南陽濟陽二望本自陶唐氏之後隋會爲晉大夫食采於范其後氏焉防錽切六,fan4,faan6
範,fan6,fan6,,,,byamx,並咸凡三合上,並,全濁,脣,幫,咸,凡,三,合,上,防錽切,法也常也式也前也,fan4,faan6
軓,,fan6,,,,byamx,並咸凡三合上,並,全濁,脣,幫,咸,凡,三,合,上,防錽切,說文云車軾前也周禮曰立當前軓,fan4,faan6
笵,,fan6,,,,byamx,並咸凡三合上,並,全濁,脣,幫,咸,凡,三,合,上,防錽切,說文云法也从竹竹簡書也,fan4,faan6
犯,fan6,fan6,,,,byamx,並咸凡三合上,並,全濁,脣,幫,咸,凡,三,合,上,防錽切,干也侵也僭也勝也,fan4,faan6
𧍙,,fan6,,,,byamx,並咸凡三合上,並,全濁,脣,幫,咸,凡,三,合,上,防錽切,蜂也案禮云范則冠而蟬有緌字不從虫,fan4,faan6
錽,,wan3,,,,myamx,明咸凡三合上,明,次濁,脣,幫,咸,凡,三,合,上,亡范切,馬首飾西京賦云金錽鏤錫亡范切三,wan3,maan5
𡕢,,wan3,,,,myamx,明咸凡三合上,明,次濁,脣,幫,咸,凡,三,合,上,亡范切,腦蓋也俗作𡕩又明忝切,wan3,maan5
𢨔,,wan3,,,,myamx,明咸凡三合上,明,次濁,脣,幫,咸,凡,三,合,上,亡范切,刃也,wan3,maan5
𦜒,,fan3,,,,pyamx,幫咸凡三合上,幫,全清,脣,幫,咸,凡,三,合,上,府犯切,今河東謂淫腫爲𦜒府犯切一,fan3,faan2
釩,,fan3,,,,phyamx,滂咸凡三合上,滂,次清,脣,幫,咸,凡,三,合,上,峯犯切,釩拂峯犯切一,fan3,faan2
𠑆,,tʰɛn3,,,,thriamx,徹咸嚴三開上,徹,次清,舌,知,咸,嚴,三,開,上,丑犯切,𠑆行丑犯切二,chan3,cim2
𨇧,,tʰɛn3,,,,thriamx,徹咸嚴三開上,徹,次清,舌,知,咸,嚴,三,開,上,丑犯切,𨀣足望,chan3,cim2
送,suŋ5,suŋ5,,,,sungh,心通東一去,心,全清,齒,精,通,東,一,,去,蘇弄切,遣也蘇弄切三,song4,sung3
鬆,,suŋ5,,,,sungh,心通東一去,心,全清,齒,精,通,東,一,,去,蘇弄切,𩭩鬆髮皃,song4,sung3
凇,,suŋ5,,,,sungh,心通東一去,心,全清,齒,精,通,東,一,,去,蘇弄切,凍凇冰也,song4,sung3
鳳,fuŋ6,fuŋ6,,,,biungh,並通東三去,並,全濁,脣,幫,通,東,三,,去,馮貢切,爾雅曰鶠鳳其雌皇郭璞云瑞應鳥雞頭蛇頸燕頷龜背魚尾五彩色高六尺許孔演圖曰鳳爲火精說文曰神鳥也亦州在秦隴西郡地漢改雍州爲涼州魏其地沒蜀蜀平屬雍州本自白馬氏羌所居晉爲仇池國後魏置固道郡又爲南岐州又改爲鳳州馮貢切二,feng4,fung6
𠤈,,fuŋ6,,,,biungh,並通東三去,並,全濁,脣,幫,通,東,三,,去,馮貢切,古文,feng4,fung6
貢,kuŋ5,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,獻也薦也又姓漢有琅邪貢禹古送切十,gong4,gung3
贛,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,賜也,gong4,gung3
𣹟,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,水名出豫章,gong4,gung3
虹,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,縣名在泗州今音絳,gong4,gung3
羾,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,至也甘泉宮賦云登椽欒而羾天門,gong4,gung3
𨹁,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,從𨹁山名又戶工切,gong4,gung3
䇨,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,杯笿名,gong4,gung3
㔶,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,小杯名又音感,gong4,gung3
㯯,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,格木說文同上,gong4,gung3
𧆐,,kuŋ5,,,,kungh,見通東一去,見,全清,牙,見,通,東,一,,去,古送切,薏苡別名,gong4,gung3
弄,luŋ6,luŋ6,,,,lungh,來通東一去,來,次濁,舌,來,通,東,一,,去,盧貢切,說文玩也盧貢切七,long4,lung6
𢙱,,luŋ6,,,,lungh,來通東一去,來,次濁,舌,來,通,東,一,,去,盧貢切,𢙱戇愚也,long4,lung6
梇,,luŋ6,,,,lungh,來通東一去,來,次濁,舌,來,通,東,一,,去,盧貢切,梇棟古縣名在益州,long4,lung6
礱,,luŋ6,,,,lungh,來通東一去,來,次濁,舌,來,通,東,一,,去,盧貢切,磨礱又音聾,long4,lung6
哢,,luŋ6,,,,lungh,來通東一去,來,次濁,舌,來,通,東,一,,去,盧貢切,郭云鳥吟,long4,lung6
㢅,,luŋ6,,,,lungh,來通東一去,來,次濁,舌,來,通,東,一,,去,盧貢切,㢅屏,long4,lung6
㳥,,luŋ6,,,,lungh,來通東一去,來,次濁,舌,來,通,東,一,,去,盧貢切,水名,long4,lung6
涷,,tuŋ5,,,,tungh,端通東一去,端,全清,舌,端,通,東,一,,去,多貢切,瀑雨又水名出發鳩山多貢切又音東七,dong4,dung3
凍,tuŋ5,tuŋ5,,,,tungh,端通東一去,端,全清,舌,端,通,東,一,,去,多貢切,冰凍又音東,dong4,dung3
棟,tuŋ5,tuŋ5,,,,tungh,端通東一去,端,全清,舌,端,通,東,一,,去,多貢切,屋棟爾雅曰棟謂之桴,dong4,dung3
湩,,tuŋ5,,,,tungh,端通東一去,端,全清,舌,端,通,東,一,,去,多貢切,乳汁巨蒐民取牛馬湩以洗穆天子之足,dong4,dung3
㼯,,tuŋ5,,,,tungh,端通東一去,端,全清,舌,端,通,東,一,,去,多貢切,㼯𤮭,dong4,dung3
𩭩,,tuŋ5,,,,tungh,端通東一去,端,全清,舌,端,通,東,一,,去,多貢切,𩭩鬆髮皃,dong4,dung3
䍶,,tuŋ5,,,,tungh,端通東一去,端,全清,舌,端,通,東,一,,去,多貢切,獸名似羊一角一目出秦戲山又音東,dong4,dung3
控,kʰuŋ5,kʰuŋ5,,,,khungh,溪通東一去,溪,次清,牙,見,通,東,一,,去,苦貢切,引也告也苦貢切六,kong4,hung3
倥,,kʰuŋ5,,,,khungh,溪通東一去,溪,次清,牙,見,通,東,一,,去,苦貢切,倥傯困皃,kong4,hung3
悾,,kʰuŋ5,,,,khungh,溪通東一去,溪,次清,牙,見,通,東,一,,去,苦貢切,誠心又苦紅切,kong4,hung3
鞚,,kʰuŋ5,,,,khungh,溪通東一去,溪,次清,牙,見,通,東,一,,去,苦貢切,馬鞚,kong4,hung3
空,,kʰuŋ5,,,,khungh,溪通東一去,溪,次清,牙,見,通,東,一,,去,苦貢切,空缺又苦紅切,kong4,hung3
𤗇,,kʰuŋ5,,,,khungh,溪通東一去,溪,次清,牙,見,通,東,一,,去,苦貢切,穿垣出文字集略,kong4,hung3
糉,tsuŋ5,tsuŋ5,,,,cungh,精通東一去,精,全清,齒,精,通,東,一,,去,作弄切,蘆葉裏米作弄切七,zong4,zung3
粽,,tsuŋ5,,,,cungh,精通東一去,精,全清,齒,精,通,東,一,,去,作弄切,俗,zong4,zung3
䁓,,tsuŋ5,,,,cungh,精通東一去,精,全清,齒,精,通,東,一,,去,作弄切,竊視,zong4,zung3
傯,,tsuŋ5,,,,cungh,精通東一去,精,全清,齒,精,通,東,一,,去,作弄切,倥傯,zong4,zung3
㚇,,tsuŋ5,,,,cungh,精通東一去,精,全清,齒,精,通,東,一,,去,作弄切,斂足而飛又子紅切,zong4,zung3
鯼,,tsuŋ5,,,,cungh,精通東一去,精,全清,齒,精,通,東,一,,去,作弄切,石首魚又子工切,zong4,zung3
緵,,tsuŋ5,,,,cungh,精通東一去,精,全清,齒,精,通,東,一,,去,作弄切,小魚罟也又子工切,zong4,zung3
瓮,,uŋ5,,,,qungh,影通東一去,影,全清,喉,影,通,東,一,,去,烏貢切,說文罌也烏貢切五,weng4,ung3
甕,uŋ5,uŋ5,,,,qungh,影通東一去,影,全清,喉,影,通,東,一,,去,烏貢切,說文罌也烏貢切五,weng4,ung3
𦉥,,uŋ5,,,,qungh,影通東一去,影,全清,喉,影,通,東,一,,去,烏貢切,瓶也說文曰源缾也,weng4,ung3
罋,,uŋ5,,,,qungh,影通東一去,影,全清,喉,影,通,東,一,,去,烏貢切,瓶也說文曰源缾也,weng4,ung3
𪖵,,uŋ5,,,,qungh,影通東一去,影,全清,喉,影,通,東,一,,去,烏貢切,鼻塞曰𪖵,weng4,ung3
謥,,tsʰuŋ5,,,,chungh,清通東一去,清,次清,齒,精,通,東,一,,去,千弄切,謥詷言急俗作𧩟千弄切二,cong4,cung3
憁,,tsʰuŋ5,,,,chungh,清通東一去,清,次清,齒,精,通,東,一,,去,千弄切,憁恫,cong4,cung3
洞,tʰuŋ6,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,空也又洞庭湖徒弄切十六,dong4,dung6
恫,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,憁恫不得志,dong4,dung6
眮,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,轉目,dong4,dung6
絧,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,相通之皃,dong4,dung6
㓊,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,冷也,dong4,dung6
峒,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,磵深,dong4,dung6
詷,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,謥詷,dong4,dung6
胴,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,大腸,dong4,dung6
慟,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,慟哭哀過也,dong4,dung6
筒,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,簫達又音同,dong4,dung6
駧,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,馬急走也,dong4,dung6
衕,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,通街,dong4,dung6
迵,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,過也說文迭也,dong4,dung6
㢥,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,船纜所繫,dong4,dung6
㗢,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,大歌聲出埤蒼又戶冬戶宋二切,dong4,dung6
𩐵,,tʰuŋ6,,,,dungh,定通東一去,定,全濁,舌,端,通,東,一,,去,徒弄切,鐘聲,dong4,dung6
痛,tʰuŋ5,tʰuŋ5,,,,thungh,透通東一去,透,次清,舌,端,通,東,一,,去,他貢切,病也傷也亦姓出姓苑他貢切一,tong4,tung3
仲,tʰuŋ6,tʰuŋ6,,,,driungh,澄通東三去,澄,全濁,舌,知,通,東,三,,去,直眾切,中也爾雅曰中籥謂之仲亦姓風俗通云凡氏於字伯仲叔季是也湯左相有仲虺又漢複姓四氏左傳衛大夫仲叔圉魯有仲顏莊叔宋有司馬仲行寅後漢有山陽仲長統直眾切三,zhong4,zung6
蟲,,tʰuŋ6,,,,driungh,澄通東三去,澄,全濁,舌,知,通,東,三,,去,直眾切,蟲食物又音沖或作蚛,zhong4,zung6
𩿀,,tʰuŋ6,,,,driungh,澄通東三去,澄,全濁,舌,知,通,東,三,,去,直眾切,鳥名,zhong4,zung6
諷,fuŋ5,fuŋ5,,,,piungh,幫通東三去,幫,全清,脣,幫,通,東,三,,去,方鳳切,諷刺方鳳切二,feng4,fung3
風,,fuŋ5,,,,piungh,幫通東三去,幫,全清,脣,幫,通,東,三,,去,方鳳切,上同見詩,feng4,fung3
焪,,tɕʰjuŋ5,,,,khiungh,溪通東三去,溪,次清,牙,見,通,東,三,,去,去仲切,火乾物也去仲切三,qiong4,hung3
䛪,,tɕʰjuŋ5,,,,khiungh,溪通東三去,溪,次清,牙,見,通,東,三,,去,去仲切,䛪多言也又詢問也,qiong4,hung3
䠻,,tɕʰjuŋ5,,,,khiungh,溪通東三去,溪,次清,牙,見,通,東,三,,去,去仲切,使役也亦作㑋,qiong4,hung3
㝱,,muŋ6,,,,miungh,明通東三去,明,次濁,脣,幫,通,東,三,,去,莫鳳切,寐中神游說文云寐而有覺周禮以日月星辰占六㝱之吉凶一曰正㝱無所感動平安自㝱二曰愕㝱驚愕而㝱三曰思㝱覺時所思念之而㝱四曰寤㝱覺時所道之而㝱五曰喜㝱喜悅而㝱六曰懼㝱恐懼而㝱亦作夢莫鳳切五,meng4,mung6
夢,muŋ6,muŋ6,,,,miungh,明通東三去,明,次濁,脣,幫,通,東,三,,去,莫鳳切,上同又亡中切,meng4,mung6
瞢,,muŋ6,,,,miungh,明通東三去,明,次濁,脣,幫,通,東,三,,去,莫鳳切,雲瞢澤在南郡亦作夢,meng4,mung6
鄸,,muŋ6,,,,miungh,明通東三去,明,次濁,脣,幫,通,東,三,,去,莫鳳切,邑名在曹,meng4,mung6
䠢,,muŋ6,,,,miungh,明通東三去,明,次濁,脣,幫,通,東,三,,去,莫鳳切,䠢𧽒疲行皃,meng4,mung6
𧽒,,ɕjuŋ5,,,,hiungh,曉通東三去,曉,全清,喉,影,通,東,三,,去,香仲切,䠢𧽒香仲切二,xiong4,hung3
䠗,,ɕjuŋ5,,,,hiungh,曉通東三去,曉,全清,喉,影,通,東,三,,去,香仲切,跳皃又丘幼切,xiong4,hung3
𢄐,,muŋ6,,,,miungh,明通東三去,明,次濁,脣,幫,通,東,三,,去,莫弄切,𢄐縠蓋巾也莫弄切三,meng4,mung6
霿,,muŋ6,,,,miungh,明通東三去,明,次濁,脣,幫,通,東,三,,去,莫弄切,天氣下地不應曰霿,meng4,mung6
艨,,muŋ6,,,,miungh,明通東三去,明,次濁,脣,幫,通,東,三,,去,莫弄切,艨艟戰船又音蒙,meng4,mung6
趥,,tɕʰjuŋ5,,,,chiungh,清通東三去,清,次清,齒,精,通,東,三,,去,千仲切,行皃千仲切一,cong4,cung3
賵,,fuŋ5,,,,phiungh,滂通東三去,滂,次清,脣,幫,通,東,三,,去,撫鳳切,賵賻撫鳳切二,feng4,fung3
麷,,fuŋ5,,,,phiungh,滂通東三去,滂,次清,脣,幫,通,東,三,,去,撫鳳切,熬麥,feng4,fung3
𣀒,,tsʰuŋ6,,,,zungh,從通東一去,從,全濁,齒,精,通,東,一,,去,徂送切,敠𣀒不迎自來徂送切二,zong4,zung6
𠏭,,tsʰuŋ6,,,,zungh,從通東一去,從,全濁,齒,精,通,東,一,,去,徂送切,聚也,zong4,zung6
中,tuŋ5,tuŋ5,,,,triungh,知通東三去,知,全清,舌,知,通,東,三,,去,陟仲切,當也陟仲切又陟沖切二,zhong4,zung3
衷,,tuŋ5,,,,triungh,知通東三去,知,全清,舌,知,通,東,三,,去,陟仲切,又陟沖切,zhong4,zung3
哄,fuŋ3,fuŋ6,,,,ghungh,匣通東一去,匣,全濁,喉,影,通,東,一,,去,胡貢切,唱聲胡貢切五,hong4,hung6
烘,,fuŋ6,,,,ghungh,匣通東一去,匣,全濁,喉,影,通,東,一,,去,胡貢切,火皃,hong4,hung6
港,,fuŋ6,,,,ghungh,匣通東一去,匣,全濁,喉,影,通,東,一,,去,胡貢切,港洞開通,hong4,hung6
鬨,,fuŋ6,,,,ghungh,匣通東一去,匣,全濁,喉,影,通,東,一,,去,胡貢切,兵鬬也又下降切俗作𩰓,hong4,hung6
蕻,,fuŋ6,,,,ghungh,匣通東一去,匣,全濁,喉,影,通,東,一,,去,胡貢切,草萊心長,hong4,hung6
齈,,luŋ6,,,,nungh,泥通東一去,泥,次濁,舌,端,通,東,一,,去,奴凍切,多涕鼻疾奴凍切二,nong4,nung6
癑,,luŋ6,,,,nungh,泥通東一去,泥,次濁,舌,端,通,東,一,,去,奴凍切,痛也,nong4,nung6
眾,tuŋ5,tuŋ5,,,,cjiungh,章通東三去,章,全清,齒,章,通,東,三,,去,之仲切,多也三人爲眾又姓左傳魯大夫眾仲之仲切又音終一,zhong4,zung3
銃,tʰuŋ5,tʰuŋ5,,,,chjiungh,昌通東三去,昌,次清,齒,章,通,東,三,,去,充仲切,銎也充仲切一,chong4,cung3
㓽,,tsʰuŋ6,,,,zriungh,崇通東三去,崇,全濁,齒,莊,通,東,三,,去,仕仲切,鍤屬仕仲切一,zhong4,zung6
烘,,fuŋ5,,,,hungh,曉通東一去,曉,全清,喉,影,通,東,一,,去,呼貢切,火乾也呼貢切二,hong4,hung3
戇,,fuŋ5,,,,hungh,曉通東一去,曉,全清,喉,影,通,東,一,,去,呼貢切,𢙱戇愚人,hong4,hung3
宋,suŋ5,suŋ5,,,,suungh,心通冬一去,心,全清,齒,精,通,冬,一,,去,蘇統切,州也即閼伯之商丘也微子封宋二十餘世爲齊楚魏所滅魏得其梁陳留齊得濟陰東平楚得沛梁即今郡地是也隋置宋州爾雅曰宋有孟諸之藪今爲睢陽縣地又姓取微子之所封遂爲氏出西河廣平燉煌河南扶風五望蘇統切一,song4,sung3
綜,tsuŋ5,tsuŋ5,,,,cuungh,精通冬一去,精,全清,齒,精,通,冬,一,,去,子宋切,織縷子宋切三,zong4,zung3
䝋,,tsuŋ5,,,,cuungh,精通冬一去,精,全清,齒,精,通,冬,一,,去,子宋切,牡豕,zong4,zung3
錝,,tsuŋ5,,,,cuungh,精通冬一去,精,全清,齒,精,通,冬,一,,去,子宋切,金毛,zong4,zung3
統,tʰuŋ3,tʰuŋ5,,,,thuungh,透通冬一去,透,次清,舌,端,通,冬,一,,去,他綜切,摠也紀也又姓他綜切二,tong4,tung3
𪎽,,tʰuŋ5,,,,thuungh,透通冬一去,透,次清,舌,端,通,冬,一,,去,他綜切,黃色,tong4,tung3
雺,,muŋ6,,,,muungh,明通冬一去,明,次濁,脣,幫,通,冬,一,,去,莫綜切,天氣下地不應莫綜切一,meng4,mung6
䃔,,fuŋ6,,,,ghuungh,匣通冬一去,匣,全濁,喉,影,通,冬,一,,去,乎宋切,石聲乎宋切二,hong4,hung6
㗢,,fuŋ6,,,,ghuungh,匣通冬一去,匣,全濁,喉,影,通,冬,一,,去,乎宋切,大聲,hong4,hung6
用,juŋ6,juŋ6,,,,jyungh,以通鍾三去,以,次濁,喉,影,通,鍾,三,,去,余頌切,使也貨也通也以也庸也又姓漢有用蚪爲高唐令余頌切一,yong4,jung6
頌,ɕjuŋ6,ɕjuŋ6,,,,zsyungh,邪通鍾三去,邪,全濁,齒,精,通,鍾,三,,去,似用切,歌也詩云吉甫作頌穆如清風又姓出何氏姓苑似用切四,song4,zung6
誦,ɕjuŋ6,ɕjuŋ6,,,,zsyungh,邪通鍾三去,邪,全濁,齒,精,通,鍾,三,,去,似用切,讀誦,song4,zung6
訟,ɕjuŋ6,ɕjuŋ6,,,,zsyungh,邪通鍾三去,邪,全濁,齒,精,通,鍾,三,,去,似用切,爭罪曰獄爭財曰訟,song4,zung6
吅,,ɕjuŋ6,,,,zsyungh,邪通鍾三去,邪,全濁,齒,精,通,鍾,三,,去,似用切,爭言也出文字音義又宣喧二音,song4,zung6
俸,fuŋ5,fuŋ6,,,,byungh,並通鍾三去,並,全濁,脣,幫,通,鍾,三,,去,扶用切,俸秩扶用切四,feng4,fung6
㡝,,fuŋ6,,,,byungh,並通鍾三去,並,全濁,脣,幫,通,鍾,三,,去,扶用切,款書,feng4,fung6
縫,fuŋ6,fuŋ6,白,,,byungh,並通鍾三去,並,全濁,脣,幫,通,鍾,三,,去,扶用切,衣縫又房容切,feng4,fung6
捀,,fuŋ6,,,,byungh,並通鍾三去,並,全濁,脣,幫,通,鍾,三,,去,扶用切,灼龜視兆也說文父容切奉也,feng4,fung6
